Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
A new colorimetric paper-based detection of furfural vapor as a fuel marker,"Jantra S., Waiysuksri L., Rattanamunee P., Rashatasakhon P., Sukwattanasinitt M., Wacharasindhu S.",2023-06-01,"Conventional fuel, Fuel marker, Liquid Phase, Liquid phasis, Sample preparation, Smart phones, Stenhouse product, Vapor Phase, Vapor phasis, Vapour-phase, Fuel marker, Gasoline, Smartphone, Stenhouse product, Vapor","Conventional fuel dye markers used in prevention of fuel smuggling and unauthorized mixing generally require laborious sample preparation including extraction and mixing of color developer in liquid phase which also generate high waste volume. In this work, furfural is used as an economical fuel marker which can be directly detected in vapor phase without extraction providing low waste generation. The ambient vapor pressure of furfural allows adequate amount of the marker to be captured by filter paper coated with amine color developers and detected by smartphone camera for colorimetric quantification using ImageJ processing software. The color is developed by either the Stenhouse reaction or imine condensation of amine with furfural in the presence of an appropriate acid. The dynamic quantification range of furfural marker in gasoline fuel is 5–35 ppm with the detection limit at 3.10 ppm.",coastal engineering,"Chemical Engineering (all), Process Chemistry and Technology"
Design of robust hierarchical control for homogeneous linear multi-agent systems with parametric uncertainty and external disturbance,"Van Pham T., Hoa Nguyen D., Banjerdpongchai D.",2023-01-01,"Control design, Disturbance attenuation, External disturbances, Hierarchical control, Linear matrix in equalities, Linear matrix inequality, Multi-agent system, Parametric uncertainties, Uncertainty disturbance, Upper layer, disturbance attenuation, hierarchical control, linear matrix inequality (LMI), Multi-agent systems (MAS), parametric uncertainty","This paper presents the design of robust hierarchical control for homogeneous linear multi-agent systems (MAS) subject to parametric uncertainty and external disturbance. Specifically, the control design is based on a two-layer hierarchical structure consisting of an upper layer and a lower layer. In the lower layer, each agent is represented by a linear time-invariant system and executes a local action. Moreover, each agent exchanges information with neighbouring agents in the upper layer through an undirected graph to achieve the global goal of stabilisation and disturbance attenuation for the MAS. We propose two robust control designs, namely, robust (Formula presented.) hierarchical control and robust (Formula presented.) hierarchical control. The design of local and global feedback control laws is formulated as a constrained optimisation over linear matrix inequalities (LMI). The LMI formulation can effectively incorporate the design objective to minimise disturbance attenuation. Numerical results show that the proposed robust controls ensure robust stability of MAS and outperform the existing nominal controls by improving the disturbance attenuation.","fluidex; related topics, engineering, computer science","Control and Systems Engineering, Computer Science Applications"
"Late Holocene coastal dynamics south of the Chanthaburi estuary, eastern Gulf of Thailand","Ballian A., Chawchai S., Miocic J.M., Charoenchatree W., Bissen R., Preusser F.",2023-01-01,"Beach ridge, Coastal dynamics, Gulf of Thailand, Late Holocene, OSL dating, Sea level variations, Sealevel change, Sediment dynamic, Shoreline evolutions, Storm activities, Beach ridges, Gulf of Thailand, Late Holocene, OSL dating, Sea-level change, Shoreline evolution","Beach ridges are depositional features that allow reconstruction of past sea-level variations, sediment dynamics, and storm activity. However, there are still very few systematic studies focusing on beach ridges available from the Gulf of Thailand. Along the east coast, satellite images provide evidence of beach ridges in the Chanthaburi Province, extending as far as 6 km inland, oriented parallel to the current coastline. These can be divided into a set of landward ridges (5.3-6.0 km inland) and seaward ridges (0.4-1.8 km inland) that are separated by an arm of the Chanthaburi estuary. Optically stimulated luminescence dating of 26 sand samples from 12 pits of ridge profiles suggests that the landward set of beach ridges formed ca. 3500 yr ago, while the seaward set of ridges formed between ca. 2100-1200 years ago, which also includes the modern active beach. It appears that the landward set of beach ridges developed during a period of relatively stable sea level followed by a rapid regression presently occupied by the arm of the Chanthaburi estuary. The seaward set of beach ridges apparently reflects a millennium of slowly retreating coastline until the modern beach ridge formed.","arts, earth sciences","Arts and Humanities (miscellaneous), Earth-Surface Processes, Earth and Planetary Sciences (all)"
Application of solubility data on a hollow fiber supported liquid membrane system for the extraction of gold (I) cyanide from electronic industrial wastewater,"Aunnankat K., Pancharoen U., Kiatkittipong W., Aiouache F., Najdanovic-Visak V., Ramakul P.",2023-01-01,"1-dodecanol, Aliquat-336, Electronic wastewater treatment, Extraction of golds, Feed solution, Gold extraction, Hollow fiber, Hollow fiber supported liquid membrane, P-xylene, Solubility data, electronic wastewater treatment, Gold extraction, hollow fiber, ionic liquids, liquid membrane, solubility","The solubility ternary system was used to develop a hollow fiber-supported liquid membrane process for the extraction of gold (I) cyanide from electronics industry wastewater. Five kinds of diluents (p-xylene, cyclohexene, 1-dodecanol, n-heptane, and n-dodecane) were applied to the solubility of ternary systems (Aliquat336 + water + diluents) at 303.2 K and atmospheric pressure. 1-dodecanol, p-xylene, and cyclohexane were selected because they are completely soluble in Aliquat336 in any composition. The effects of pH on the feed solution and type of diluent were examined. The highest extraction and stripping percentages of 99.9 and 61.4, respectively, were achieved at a feed solution pH of 10.0 using p-xylene as the best diluent.","chemistry, coastal engineering","Chemistry (all), Chemical Engineering (all)"
High-efficiency catalytic pyrolysis of palm kernel shells over Ni2P/nitrogen-doped activated carbon catalysts,"Pham L.K.H., Kongparakul S., Ding M., Guan G., Chanlek N., Reubroycharoen P., Vo D.-V.N., Cuong N.V., Samart C.",2023-07-01,"Activated carbon catalysts, Carbon surface, Catalytic pyrolysis, Cost-effective technology, High quality, Higher efficiency, Ni2P catalyst, Nitrogen-doped, Palm kernel shells, ]+ catalyst, Activated carbon, Biomass, Ni2P catalyst, Phenol, Pyrolysis","Catalytic pyrolysis is a cost-effective technology for high-quality biofuel production. Biomass is converted to bio-oil by a thermal process in the presence of a catalyst. Catalyst development influences the reaction-pathway control to form a specific product. Here, the catalytic pyrolysis of palm kernel shells was investigated on melamine-doped activated-carbon-supported Ni2P. Different amounts of melamine (25–100 wt% support) were loaded on activated carbon by impregnation and carbonization, while the Ni2P catalyst was fabricated by the co-impregnation of nickel nitrate and ammonium hydrogen phosphate. The interaction between nitrogen-containing functional groups on the carbon surface and Ni2P caused a uniform dispersion of small-sized crystalline Ni2P particles on the activated-carbon surface, reduced from 28.91 nm to 10.85 nm, as shown by transmission electron microscopy analysis. The Ni2P/CN catalyst exhibited high oxygen removal and alkylphenol selectivity (more than 63%) in the liquid product at 350 °C under atmospheric pressure. Therefore, the Ni2P/CN catalyst described here exhibits good potential for high-selectivity catalytic pyrolysis of biomass to produce phenolic compounds, which have wide application in monomers and fuel additives.","fluidex; related topics, geobase; related topics, Agricultural and Biological Sciences, energy, environmental","Forestry, Renewable Energy, Sustainability and the Environment, Agronomy and Crop Science, Waste Management and Disposal"
Performance of electrokinetic remediation system for mercury contaminated marine sediment: Roles of electrode spacing and electrode configuration,"Bunditboondee C., Lohwacharin J., Khan E., Laohhasurayotin K.",2023-09-01,"Contaminated marine sediments, Electrode configurations, Electrode spacing, Electrokinetic remediation, Hg removals, Marine sediments, Mercury fraction, Performance, Remediation systems, Electrode configuration, Electrode spacing, Electrokinetic remediation (EK), Marine sediment, Mercury fraction","Understanding mercury (Hg) species existing after electrokinetic remediation (EK) for marine-sediment remediation is limited. Herein, the Hg fraction removal of EK from contaminated marine sediment was investigated appertaining to bipolar electrode settings along with the effects of electrode spacing and configuration considered. Based on the selective sequential Hg extractions (Hg SSE), much of the Hg in the sediment originated from F5 (i.e., HgS) and F4 (i.e., HgO). The F5 fraction removed by EK was about 30 %, while the F4 fraction had a slight increase of about 34 %. When it comes to electrode configuration, a hexagonal pattern has a higher Hg removal performance than that of a rectangular shape. The addition of anodes increases the remediation surface area, thus allowing superior Hg removal. This study indicates that the electrode spacing significantly affects the mercury removal and the remediation time. Determining suitable spacing enhances the electrical potentials in the migration flux.","environmentalronmental Health Professionsth and pollution control, fluidex; related topics, earth sciences, Agricultural and Biological Sciences, environmental","Oceanography, Aquatic Science, Pollution"
“Assessing exposure of printing factory workers in thailand to selected heavy metals using urine and hair as non-invasive matrices”,"Sirinara P., Patarapongsant Y., Nilyai S., Sooklert K., Dissayabutra T., Rojanathanes R., Sereemaspun A.",2023-12-01,"Arsenic, Cadmium, Environmental Monitoring, Hair, Humans, Lead, Manganese, Mercury, Metals, Heavy, Nickel, Thailand, Hair, Heavy metals, Printing factory workers, Thailand, Urine","Background: There are few thorough studies on the extent and inter-element relationships of heavy metal contamination in printing factory workers, especially in developing countries. The objective of this study was to determine the levels of eight heavy metals, including arsenic (As), cadmium (Cd), chromium (Cr), nickel (Ni), cobalt (Co), lead (Pb), mercury (Hg), and manganese (Mn), in urine and scalp hair of printing industry workers, and assess inter-element correlations. Methods: We examined a total of 85 urine samples and 85 scalp hair samples (3 cm hair segments taken from near the scalp) in 85 printing workers from a printing house in Bangkok, Thailand. We used an interviewer-administered questionnaire about participants’ printing techniques, work characteristics, and work environment. Urine and scalp hair samples were analyzed for levels of each element using the inductively coupled plasma optical emission spectrometry (ICP-OES) technique. Results: As, Cd, Cr, Ni, Pb were detected in urine with the geometric mean concentration range of 0.0028–0.0209 mg/L, and Hg, Pb, Ni, Cd, Co, Mn, Cr were detected in hair samples (0.4453–7.165 mg/kg dry weight) of printing workers. The geometric mean Ni level was significantly higher in the urine of production line workers than back-office personnel (0.0218 mg/L vs. 0.0132 mg/L; p = 0.0124). The other elements did not differ significantly between production line and back-office workers in either urine or hair. There was also a strong, statistically significant positive correlation between Ni and Co levels in hair samples of workers (r = 0.944, p < 0.0001). Conclusions: Average concentrations of most of the metals in urine and hair of printing workers were found to be above the upper reference values. The significantly higher concentrations of Ni in production line workers might be due to more exposure to printed materials. A strong inter-element correlation between Ni and Co in hair samples can increase stronger health effects and should be further investigated. This study reveals possible dependencies and impact interactions of heavy metal exposure in printing factory workers.",medical,"Public Health, Environmental and Occupational Health"
"High-Temperature Air Synthesis: A Facile Approach to Nitrogen-Doped, Metal-Free Carbon Electrocatalysts","Etesami M., Khezri R., Rezaei Motlagh S., Gopalakrishnan M., Thanh Nguyen M., Yonezawa T., Wannapaiboon S., Nootong K., Somwangthanaroj A., Kheawhom S.",2023-01-01,"Alkaline electrolytes, Ambient air, Carbon structures, Carbonaceous, Free carbon, Hydrogen evolution reactions, Metal free, Nitrogen-doped carbons, Oxygen reduction reaction, Zinc-air battery, alkaline electrolyte, ambient air, carbonaceous, metal-free, zinc-air battery","This study presents a novel, straightforward method for synthesizing hierarchical nitrogen-doped carbon structures, positioning metal-free, carbon-based materials as potential substitutes in electrochemical reactions such as oxygen reduction reaction (ORR) and hydrogen evolution reaction (HER). The unique method involves a single-step pyrolysis process in an air atmosphere, eliminating the need for an inert atmosphere and pre-treatment procedures. It enables simultaneous self-templating and heteroatom doping, resulting in oxygen-rich functional groups embedded in the nitrogen-doped carbon structure. We also crafted a carbon structure without heteroatom doping, comparing its electrochemical performance in ORR and HER. Our findings indicate that carbon catalysts pyrolyzed at higher temperatures have more pyridinic N, functional groups, and active sites- factors conducive to electrochemical reactions. We tested the air-synthesized electrocatalysts for ORR in alkaline electrolyte and employed the optimized nitrogen-doped carbon catalyst, pyrolyzed at 700 °C in an air atmosphere, as cathode material in a zinc-air battery. This catalyst demonstrated ORR performance comparable to the commercial Pt/C catalyst and showed minimal overpotential in acidic HER. Our research establishes a pioneering technique for synthesizing porous, metal-free, nitrogen-doped carbon materials, paving the way for potential energy applications.","fluidex; related topics, coastal engineering, chemistry","Catalysis, Physical and Theoretical Chemistry, Organic Chemistry, Inorganic Chemistry"
High Catalytic Activity of a Nickel Phosphide Nanocatalyst Supported on Melamine-Doped Activated Carbon for Deoxygenation,"Pham L.K.H., Kongparakul S., Reubroycharoen P., Ding M., Guan G., Vo D.-V.N., Chanlek N., Van C.N., Samart C.",2023-01-01,"Catalysts support, Catalytic pyrolysis, Deoxygenation reactions, Deoxygenations, Doped carbons, Melamine-doped carbon, Nano-catalyst, Nickel-based catalyst, Palm kernel shells, ]+ catalyst, Catalytic pyrolysis, Deoxygenation, Melamine-doped carbon, Nickel phosphide, Palm kernel shell","Nickel-based catalysts are inexpensive and exhibit high catalytic activity; therefore, they have been extensively explored in deoxygenation reactions. Employing catalyst supports results in high product selectivity, and nitrogen-doped carbon has attracted significant interest as a catalyst support owing to the effect of nitrogen on the electronic properties. The present study demonstrated the synthesis of a Ni2P catalyst on melamine-doped carbon. The synthesized catalyst exhibited high deoxygenation activity, thereby facilitating the integrated catalytic upgradation and pyrolysis of palm kernel shells. Melamine-doped carbon was fabricated via carbonization of melamine-impregnated activated carbon. Subsequently, the Ni2P catalyst was loaded via sequential wet impregnation and temperature-programmed reduction. The presence of graphitic carbon nitride (g-C3N4) significantly affected the morphology and electronic properties of NixPy. Complexation between Ni and the N-containing functional groups on the carbon surface resulted in optimal distribution of the NixPy phase along the carbon support. Furthermore, electron transfer from the triazine structure to Ni substantially impacted the deoxygenation activity and the selectivity for aromatic and phenolic compounds. The outcomes of this study revealed that N-containing functional groups play a crucial role in optimizing the catalytic activity and the selective yield of alkylphenol products.","fluidex; related topics, coastal engineering, chemistry","Catalysis, Chemistry (all)"
MLP-UNet: Glomerulus Segmentation,"Saikia F.N., Iwahori Y., Suzuki T., Bhuyan M.K., Wang A., Kijsirikul B.",2023-01-01,"Convolutional neural network, Key process, Kidney, Kidney tissues, Multilayers perceptrons, Novel applications, Renal disease, Robust application, Task analysis, Transformer, artificial intelligence, biomedical image processing, computational complexity, Computer vision, convolutional neural networks (CNNs), deep learning, image segmentation, machine learning, multi-layer perceptrons (MLP), neural networks, residual neural networks, semantic segmentation","Glomerulus segmentation in kidney tissue segments is a crucial nephropathology process used to diagnose renal diseases effectively. This study proposes a novel and robust application of MLP (Multi-Layer Perceptron) based architectures for the segmentation of glomeruli in PAS (Periodic AcidSchiff) stained whole renal images for effective diagnosis of renal diseases. For the segmentation challenge, the proposed unique solution uses MLP-UNet (Multi-Layer Perceptron U-Net), a novel design that evades using conventional convolution and self-attention mechanisms. Additionally, the study compares various approaches, including U-Net, and for the first time, trains the TransUNet model on the kidney WSI (Whole Slide Image) dataset. Dice Score and Dice Loss were used for training these models as the metric and loss function. Results showed that MLP-based architectures provide comparable results (89.96%) to pre-trained architectures like TransUNet (90.58%) with effectively 20% lesser parameters and no pre-training, and also produce superior Dice scores across the 5-fold cross-validation training and learn more quickly than conventional U-Net architectures.","fluidex; related topics, computer science, Materials Science, engineering","Computer Science (all), Materials Science (all), Engineering (all)"
The elimination of arsenic from natural gas condensate via pulse sieve-plate column: Experimental and application of DFT for chemical structure,"Pirom T., Rojanasiraprapa B., Punyain W., Pancharoen U.",2023-06-01,"Arsenic ions, Density functional theory methods, Density-functional-theory, Extractants, Hydrochloric acid/MeOH, Natural gas condensate, Optimal conditions, Pulse sieve-plate column, Sieve plate column, Via density, Arsenic, DFT, HCl/MeOH, Natural Gas Condensate, Pulse Sieve-Plate Column","This work focuses on the elimination of arsenic ions from natural gas condensate via pulse sieve-plate column. The extraction of arsenic ions using the extractants: hydrochloric acid (HCl), Methanol (MeOH) and HCl/MeOH are investigated via density functional theory (DFT). The DFT method clearly demonstrates the synergistic reaction mechanism of the extractant HCl/MeOH, providing an improved extraction effect greater than the use of single extractants. Applying optimal conditions: MeOH (5 M), HCl (1 M), feed flowrate (55 ml/min), extractant flowrate (220 ml/min) and pulse velocity (2 cm/s), it is found that the pulse sieve-plate column leads to an increase in extraction of triphenylarsine. Mass-transfer parameters, including the Sauter mean diameter: 1.917 mm, the axial dispersion coefficient of the continuous phase: 0.012 m2/s, the extract percentage: 94.55%, the overall mass transfer coefficient: 1.228x10-3 s−1 as well as height of a transfer unit (HTU): 22.92 cm are also calculated under optimal conditions.","mixing and separation, chemistry, coastal engineering","Chemistry (all), Chemical Engineering (all)"
Electron-phonon coupling in La3In under pressure,"Singh S., Pinsook U.",2023-06-21,"Ambient pressures, Ambients, Conventional superconductivity, Electron phonon couplings, Electron-phonon coupling constant, Eliashberg-migdal formalism, Logarithmic average, Positive hydrostatic pressure, Spectral function, Spin-orbit couplings, conventional superconductivity, electron-phonon coupling, Eliashberg-Migdal formalism, positive hydrostatic pressure, spin-orbit coupling","Conventional superconducting parameters Eliashberg spectral function, phonon DOS, average electron-phonon coupling constant & superconducting transition temperature of La3In were calculated at ambient and applied positive hydrostatic pressure. Ambient pressure electron-phonon coupling constant was found to be 1.43 and superconducting transition temperature was calculated to be 8.7 K which is close to the experimental reported value of 9.5 K. Logarithmic average phonon frequency at ambient pressure was found to be 6.21 × 10−3 eV. Phonon dispersion relations for the ambient and applied positive hydrostatic pressure were calculated to confirm the dynamical stability of La3In under positive pressure. Acoustic modes of vibrations were found to mediate most of the electron-phonon-electron interaction with a very small contribution from optical modes of vibrations. Fermi surface at ambient pressure was also calculated and employed in explaining the large value of the calculated electron-phonon coupling constant. The effect of spin-orbit coupling on electronic, phonon and superconducting properties of La3In was also studied.","Materials Science, physics","Materials Science (all), Condensed Matter Physics"
In Vitro and In Silico Study on the Molecular Encapsulation of α-Tocopherol in a Large-Ring Cyclodextrin,"Sangkhawasi M., Kerdpol K., Ismail A., Nutho B., Hanpiboon C., Wolschann P., Krusong K., Rungrotmongkol T., Hannongbua S.",2023-03-01,"alpha-Tocopherol, Antioxidants, Cyclodextrins, Dipeptidyl Peptidase 4, Solubility, inclusion complex, large-ring cyclodextrins (LR-CDs), molecular dynamics simulation, phase solubility, α-tocopherol","α-tocopherol is the physiologically most active form of vitamin E, with numerous biological activities, such as significant antioxidant activity, anticancer capabilities, and anti-aging properties. However, its low water solubility has limited its potential use in the food, cosmetic, and pharmaceutical industries. One possible strategy for addressing this issue is the use of a supramolecular complex with large-ring cyclodextrins (LR-CDs). In this study, the phase solubility of the CD26/α-tocopherol complex was investigated to assess the possible ratios between host and guest in the solution phase. Next, the host–guest association of the CD26/α-tocopherol complex at different ratios of 1:2, 1:4, 1:6, 2:1, 4:1, and 6:1 was studied by all-atom molecular dynamics (MD) simulations. At 1:2 ratio, two α-tocopherol units interact spontaneously with CD26, forming an inclusion complex, as supported by the experimental data. In the 2:1 ratio, a single α-tocopherol unit was encapsulated by two CD26 molecules. In comparison, increasing the number of α-tocopherol or CD26 molecules above two led to self-aggregation and consequently limited the solubility of α-tocopherol. The computational and experimental results indicate that a 1:2 ratio could be the most suitable stoichiometry to use in the CD26/α-tocopherol complex to improve α-tocopherol solubility and stability in inclusion complex formation.","coastal engineering, biochemistryistry, chemistry, computer science","Catalysis, Molecular Biology, Spectroscopy, Computer Science Applications, Physical and Theoretical Chemistry, Organic Chemistry, Inorganic Chemistry"
Cost-effectiveness and estimated net monetary benefits of a fluoride varnish application program during well-child visits by 9- to 30-month-old children in three areas of Thailand,"Nantanee R., Sriratanaban J.",2023-06-01,"Cariostatic Agents, Child, Preschool, Cost-Benefit Analysis, Dental Caries, Fluorides, Fluorides, Topical, Humans, Infant, Prospective Studies, Thailand, child, cost savings, cost–benefit analysis, dental caries, fluorides","Objectives: To evaluate the cost-effectiveness and estimated net monetary benefits of a fluoride varnish application program during well-child visits in young children in three Thai provinces. Costs and benefits from both the provider and patients are presented. Methods: Cost-effectiveness and estimated net monetary benefit analysis of one to five visits for fluoride varnish application using a retro-prospective cohort study design. Cost and outcomes were estimated using dental personnel survey data, hospital procurement data and guardian survey. The primary outcomes were decayed (treatment needed), missing due to caries and filled teeth (dmft). Results: From the provider's perspective, one to three visits for fluoride varnish application decreased dmft and saved costs compared to no visits, one visit and two visit strategies (ICER = −468.36, −424.40 and −65.72, respectively). These strategies also showed an estimated net monetary benefit of 430.89, 216.44 and 7.23 THB, respectively. From the patient's perspective, the estimated net monetary benefits were positive for up to three visits (383.24, 212.45 and 45.82 THB, respectively); however, the incremental cost-effectiveness ratios were no different with these strategies (ICER = −416.56). The one and two visit strategies had a very high chance of showing cost saving in the probabilistic sensitivity analysis (97.1% and 95.5%, respectively). Conclusions: The one to three visits fluoride varnish application program during well-child visits appears to be cost-effective with estimated net benefit interventions for dental caries prevention. These findings suggest that children between 9 and 30 months old should attend at least three visits of the fluoride varnish application program during well-child visits.","dentistry, medical","Dentistry (all), Public Health, Environmental and Occupational Health"
Diamond-like carbon (DLC)-coated titanium surface inhibits bacterial growth and modulates human alveolar bone cell responses in vitro,"Jongwannasiri C., Krasaesin A., Pinijsuwan S., Udomsom S., Boonprakong L., Eawsakul K., Osathanon T., Manaspon C.",2023-06-01,"Alveolar bone cell, Alveolar bones, Bacterial growth, Bone cells, Carbon-coated, Coated titanium, Diamond like carbon, mRNA expression, Plasma-based ion implantation, Titania, Alveolar bone cells, DLC, Plasma-based ion implantation, Titanium","Modifying the titanium alloy (Ti-6Al-4V) surface plays a key role in improving biological responses. The present work aimed to determine the response of human alveolar bone cells to the diamond-like carbon (DLC) film and to evaluate the antibacterial effect of DLC-coated titanium. The alloys were deposited with different compositions, including C2H2 (DLC), carbon tetrafluoride (CF4:C2H2; F-DLC), and tetramethylsilane (Si(CH3)4:C2H2; Si-DLC). The surface morphology and wettability were measured using an atomic force microscopy (AFM) and a contact angle measurement. Titanium coated with DLC, F-DLC, or Si-DLC increased surface roughness and hydrophobicity. The ratio of spreading cells to initial rounded attaching cells at 20 min of all modified surfaces was higher than that of the control surfaces. F-DLC showed better cell spreading at 20 min compared to other conditions, as observed by scanning electron microscopy (SEM). The DLC, F-DLC, and Si-DLC coating significantly promoted cell proliferation compared to the Ti-6Al-4V control surfaces. ALP mRNA expression was significantly reduced on DLC surfaces compared to the control on day 14. Additionally, ALP and BMP2 mRNA expression increased on F-DLC-coated surfaces, but there were no statistically significant differences. However, DLC surfaces promoted higher mineral deposition than the control. The lower Staphylococcus aureus colony was observed on the surface of the DLC and F-DLC. In conclusion, the DLC-modified Ti-6Al-4V surface modulates cell attachment, proliferation, osteogenic marker gene expression, and bacterial growth. Herein, DLC-coated titanium alloys are still needed for continued development as an alternative biomaterial in dental applications.","fluidex; related topics, Materials Science, chemistry, engineering, physics","Electronic, Optical and Magnetic Materials, Chemistry (all), Mechanical Engineering, Physics and Astronomy (all), Materials Chemistry, Electrical and Electronic Engineering"
"Body appreciation around the world: Measurement invariance of the Body Appreciation Scale-2 (BAS-2) across 65 nations, 40 languages, gender identities, and age","Swami V., Tran U.S., Stieger S., Aavik T., Ranjbar H.A., Adebayo S.O., Afhami R., Ahmed O., Aime A., Akel M., Halbusi H.A., Alexias G., Ali K.F., Alp-Dal N., Alsalhani A.B., Alvares-Solas S., Amaral A.C.S., Andrianto S., Aspden T., Argyrides M., Aruta J.J.B.R., Atkin S., Ayandele O., Baceviciene M., Bahbouh R., Ballesio A., Barron D., Bellard A., Bender S.S., Beydag K.D., Birovljevic G., Blackburn M., Borja-Alvarez T., Borowiec J., Bozoganova M., Bratland-Sanda S., Browning M.H.E.M., Brytek-Matera A., Burakova M., Cakir-Kocak Y., Camacho P., Camilleri V.E., Cazzato V., Cerea S., Chaiwutikornwanich A., Chaleeraktrakoon T., Chambers T., Chen Q.-W., Chen X., Chien C.-L., Chobthamkit P., Choompunuch B., Compte E.J., Corrigan J., Cosmas G., Cowden R.G., Czepczor-Bernat K., Czub M., da Silva W.R., Dadfar M., Dalley S.E., Dany L., Datu J.A.D., Berbert de Carvalho P.H., Coelho G.L.H., De Jesus A.O.S., Debbabi S.H., Dhakal S., Di Bernardo F., Dimitrova D.D., Dion J., Dixson B., Donofrio S.M., Drysch M., Du H., Dzhambov A.M., El-Jor C., Enea V., Eskin M., Farbod F., Farrugia L., Fian L., Fisher M.L., Folwarczny M., Frederick D.A., Fuller-Tyszkiewicz M., Furnham A., Garcia A.A., Geller S., Ghisi M., Ghorbani A., Martinez M.A.G., Gradidge S., Graf S., Grano C., Gyene G., Hallit S., Hamdan M., Handelzalts J.E., Hanel P.H.P., Hawks S.R., Hekmati I., Helmy M., Hill T., Hina F., Holenweger G., Hrebickova M., Ijabadeniyi O.A., Imam A., Ince B., Irrazabal N., Jankauskiene R., Jiang D.-Y., Jimenez-Borja M., Jimenez-Borja V., Johnson E.M., Jovanovic V., Jovic M., Jovic M., Junqueira A.C.P., Kahle L.-M., Kantanista A., Karakiraz A., Karkin A.N., Kasten E., Khatib S., Khieowan N., Kimong P.J., Kiropoulos L., Knittel J., Kohli N., Koprivnik M., Kospakov A., Krol-Zielinska M., Krug I., Kuan G., Kueh Y.C., Kujan O., Kukic M., Kumar S., Kumar V., Lamba N., Lauri M.A., Laus M.F., LeBlanc L.A., Lee H.J., Lipowska M., Lipowski M., Lombardo C., Lukacs A., Maiano C., Malik S., Manjary M., Baldo L.M., Martinez-Banfi M., Massar K., Matera C., McAnirlin O., Mebarak M.R., Mechri A., Meireles J.F.F., Mesko N., Mills J., Miyairi M., Modi R., Modrzejewska A., Modrzejewska J., Mulgrew K.E., Myers T.A., Namatame H., Nassani M.Z., Nerini A., Neto F., Neto J., Neves A.N., Ng S.-K., Nithiya D., O J., Obeid S., Oda-Montecinos C., Olapegba P.O., Olonisakin T.T., Omar S.S., Orlygsdottir B., Ozsoy E., Otterbring T., Pahl S., Panasiti M.S., Park Y., Patwary M.M., Petho T., Petrova N., Pietschnig J., Pourmahmoud S., Prabhu V.G., Postuvan V., Prokop P., Ramseyer Winter V.L., Razmus M., Ru T., Rupar M., Sahlan R.N., Hassan M.S., Salov A., Sapkota S., Sarfo J.O., Sawamiya Y., Schaefer K., Schulte-Mecklenbeck M., Seekis V., Selvi K., Sharifi M., Shrivastava A., Siddique R.F., Sigurdsson V., Silkane V., Simunic A., Singh G., Slezackova A., Sundgot-Borgen C., Ten Hoor G., Tevichapong P., Tipandjan A., Todd J., Togas C., Tonini F., Tovar-Castro J.C., Trangsrud L.K.J., Tripathi P., Tudorel O., Tylka T.L., Uyzbayeva A., Vally Z., Vanags E., Vega L.D., Vicente-Arruebarrena A., Vidal-Mollon J., Vilar R., Villegas H., Vintila M., Wallner C., White M.P., Whitebridge S., Windhager S., Wong K.Y., Yau E.K., Yamamiya Y., Yeung V.W.L., Zanetti M.C., Zawisza M., Zeeni N., Zvarikova M., Voracek M.",2023-09-01,"Body Image, Factor Analysis, Statistical, Gender Identity, Humans, Language, Psychometrics, Reproducibility of Results, Surveys and Questionnaires, Body appreciation, Body appreciation Scale-2 (BAS-2), Cross-cultural, Measurement invariance, Multi-group confirmatory factor analysis (MG-CFA), Psychometrics, Structural analysis","The Body Appreciation Scale-2 (BAS-2) is a widely used measure of a core facet of the positive body image construct. However, extant research concerning measurement invariance of the BAS-2 across a large number of nations remains limited. Here, we utilised the Body Image in Nature (BINS) dataset - with data collected between 2020 and 2022 - to assess measurement invariance of the BAS-2 across 65 nations, 40 languages, gender identities, and age groups. Multi-group confirmatory factor analysis indicated that full scalar invariance was upheld across all nations, languages, gender identities, and age groups, suggesting that the unidimensional BAS-2 model has widespread applicability. There were large differences across nations and languages in latent body appreciation, while differences across gender identities and age groups were negligible-to-small. Additionally, greater body appreciation was significantly associated with higher life satisfaction, being single (versus being married or in a committed relationship), and greater rurality (versus urbanicity). Across a subset of nations where nation-level data were available, greater body appreciation was also significantly associated with greater cultural distance from the United States and greater relative income inequality. These findings suggest that the BAS-2 likely captures a near-universal conceptualisation of the body appreciation construct, which should facilitate further cross-cultural research.",psychology,"Social Psychology, Applied Psychology, Psychology (all)"
Hepatic Leukaemia,"Prasoppokakorn T., Sanpavat A.",2023-01-01,"Humans, Leukemia, acute myeloid leukaemia, hepatic leukaemia",Unknown,medical,Hepatology
