Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
ARERec: Attentive Local Interaction Model for Sequential Recommendation,"Padungkiatwattana U., Sae-Diae T., Maneeroj S., Takasu A.",2022-01-01,"Attention mechanisms, Embeddings, Interaction modeling, License, Local interactions, Predictive models, Region embedding, Representation learning, Sequential recommendation, User behaviors, attention mechanism, Region embedding, representation learning, sequential recommendation","Previous sequential-recommendation methods have been able to capture patterns of item characteristics that interact with the user. However, they modeled user behavior using a whole interaction sequence, despite possible changes in a user's behavior over time, which can make some behaviors no longer relevant by the end of the user-item interaction period. That is, each item representation was derived from the influences of all items in the whole sequence (i.e. global representation) without considering item-adjacency factors that can affect the item characteristics during the interaction period (i.e. local representation). Furthermore, these methods modeled only user behavior, ignoring item behavior, which can involve patterns of user characteristics for users who interact with the item. In this paper, we therefore propose a novel attentive local-interaction model for sequential recommendation called ARERec, which applies a region-embedding technique to both user and item historical sequences. The aim is to model user and item behavior over the user-item interaction sequence while considering local representations that contain specific characteristics of both user and item in the sequence. In this way, information is derived for corresponding periods that reflect more-specific reasons behind the interaction in the sequence. Moreover, to account for ratings and neighbor-related factors, we adopt the concept of neighbor-based collaborative filtering in our predictions. One issue is that neighbors have the same similarity levels for all users, resulting in similar predictions, even though there may be different user-specific information. To address this problem, we apply a multi-head attention mechanism to personalize each neighbor based on the user's characteristics. Extensive experiments on three datasets demonstrate that ARERec consistently outperforms state-of-the-art sequential methods, including Recurrent Neural Networks and the attention-based methods (both unidirectional and bidirectional) HitRate and Normalized Discounted Cumulative Gain. Our experiments also show that ARERec provides superior results by considering interaction periods with local representation rather than the whole sequence using global representation.","fluidex; related topics, computer science, Materials Science, engineering","Computer Science (all), Materials Science (all), Engineering (all)"
Renal epitheliotropism of feline morbillivirus in two cats,"Chaiyasak S., Piewbang C., Yostawonkul J., Boonrungsiman S., Kasantikul T., Rungsipipat A., Techangamsuwan S.",2022-01-01,"Animals, Cat Diseases, Cats, Kidney, Morbillivirus, Morbillivirus Infections, Phylogeny, cats, feline morbillivirus-1A, immunohistochemistry, kidney, transmission electron microscopy","The association of feline morbillivirus (FeMV) with kidney disease in cats is controversial. Two cats with a history of severe hematuria had eosinophilic inclusion-like bodies in the renal tubular epithelial cells, without any inflammatory cellular reaction. Ultrastructurally, aggregations of electron-dense viral-like particles were found where the inclusion-like bodies were located. Immunohistochemistry (IHC) using antibodies against FeMV matrix protein labeled these inclusion-like bodies, and also labeled the cytoplasm of tracheal and bronchiolar epithelial cells, and lymphocytes and macrophages in spleen and mesenteric lymph node. Using double IHC, FeMV antigen was detected in astroglia and oligodendroglia but not in microglia. Phylogenetic characterization of the fusion and hemagglutinin gene sequences revealed FeMV-1A genotypes in both cats. These findings indicated an active viral infection with FeMV. We propose that FeMV is a renal epitheliotropic virus and also localizes in various other tissues.",Veterinary Science,Veterinary (all)
Experimental and numerical study on the kinetics of CO2–N2 clathrate hydrates formation in silica gel column with dodecyltrimethylammonium chloride for effective carbon capture,"Zhang F., Bhatia S.K., Wang B., Chalermsinsuwan B., Wang X.",2022-10-01,"Chloride solutions, Clathrate hydrate, CO2 hydrate, Dodecyltrimethylammonium chloride, Experimental and numerical studies, Formation kinetics, Gases mixture, Hydrate formation, Reaction rate constants, Shrinking core model, Carbon capture, CO2 hydrate, Dodecyltrimethylammonium chloride, Formation kinetics, Shrinking core model, Silica gel","The kinetics of carbon dioxide (CO2) and nitrogen (N2) gas mixtures hydrates formation in silica gel (SG) columns of varied pore sizes are studied both experimentally and numerically. Dodecyltrimethylammonium chloride (DTAC) solution with concentrations of 0–0.6 wt% was used to speed up the hydrate formation and improve the CO2 separation performance. A comprehensive shrinking-core model was established to reveal the roles of CO2 and N2 molecules diffusion and reaction in hydrate formation, and to investigate the effects of DTAC on kinetics. The experimental results show that the induction time is much shorter in larger pores of SGs, and is reduced remarkably with the addition of DTAC. The CO2 gas uptakes increase remarkably in the initial 200–270 min but change little later. The final CO2 concentration in gas phase decreased from 70 mol% to 32.6 mol% in the presence of DTAC, showing the CO2 separation factor raised by 36.6%–77.5%. However, N2 is also involved in the hydrate phase. The simulation results show that the combined reaction rate constants of both CO2 and N2 increase with the addition of DTAC. The lower combined rate constant in smaller pores indicates that the diffusion rate constant changes with pore size more strongly than the “reaction” rate constant. The dramatic decreasing trend of the effective diffusion coefficient reflects the higher porosity of the hydrate shell with more DTAC added.","petroleum engineeringneering, Materials Science, physics, chemistry","Electronic, Optical and Magnetic Materials, Atomic and Molecular Physics, and Optics, Condensed Matter Physics, Spectroscopy, Physical and Theoretical Chemistry, Materials Chemistry"
Designing Adjuvant Formulations to Promote Immunogenicity and Protective Efficacy of Leptospira Immunoglobulin-Like Protein A Subunit Vaccine,"Techawiwattanaboon T., Courant T., Brunner L., Sathean-anan-kun S., Krangvichian P., Iadsee N., Nakornpakdee Y., Sangjun N., Komanee P., Collin N., Ruxrungtham K., Patarakul K.",2022-06-16,"Adjuvants, Immunologic, Animals, Antibodies, Bacterial, Cricetinae, Emulsions, Leptospira, Leptospirosis, Liposomes, Saponins, Squalene, Staphylococcal Protein A, Vaccines, Subunit, adjuvant formulation, immunoglobulin-like protein A, Leptospira, neutral liposome, QS21 saponin, QuilA saponin, squalene-in-water emulsion, subunit vaccine","The leptospirosis burden on humans, especially in high-risk occupational groups and livestock, leads to public health and economic problems. Leptospirosis subunit vaccines have been under development and require further improvement to provide complete protection. Adjuvants can be used to enhance the amplitude, quality, and durability of immune responses. Previously, we demonstrated that LMQ adjuvant (neutral liposomes containing monophosphoryl lipid A (MPL) and Quillaja saponaria derived QS21 saponin) promoted protective efficacy of LigAc vaccine against Leptospira challenge. To promote immunogenicity and protective efficacy of the subunit vaccines, three alternative adjuvants based on neutral liposomes or squalene-in-water emulsion were evaluated in this study. LQ and LQuil adjuvants combined the neutral liposomes with the QS21 saponin or Quillaja saponaria derived QuilA® saponin, respectively. SQuil adjuvant combined a squalene-in-water emulsion with the QuilA® saponin. The immunogenicity and protective efficacy of LigAc (20 µg) formulated with the candidate adjuvants were conducted in golden Syrian hamsters. Hamsters were vaccinated three times at a 2-week interval, followed by a homologous challenge of L. interrogans serovar Pomona. The results showed that LigAc combined with LQ, LQuil, or SQuil adjuvants conferred substantial antibody responses and protective efficacy (survival rate, pathological change, and Leptospira renal colonization) comparable to LMQ adjuvant. The LigAc+LQ formulation conferred 62.5% survival but was not significantly different from LigAc+LMQ, LigAc+LQuil, and LigAc+SQuil formulations (50% survival). This study highlights the potential of saponin-containing adjuvants LMQ, LQ, LQuil, and SQuil for both human and animal leptospirosis vaccines.","Immunology, medical","Microbiology, Immunology, Microbiology (medical), Infectious Diseases"
Shrimp pmo-miR-750 regulates the expression of sarcoplasmic calcium-binding protein facilitating virus infection in Penaeus monodon,"Kanoksinwuttipong N., Jaree P., Somboonwiwat K.",2022-10-01,"Animals, Antiviral Agents, Calcium-Binding Proteins, MicroRNAs, Penaeidae, RNA, Messenger, Virus Diseases, White spot syndrome virus 1, Penaeus monodon, pmo-miR-750, Viral-responsive miRNA, White spot syndrome virus","MicroRNAs (miRNAs) regulate gene expression post-transcriptionally and play crucial roles in antiviral responses. Penaeus monodon miR-750 (pmo-miR-750) was found to be strongly up-regulated in the late phase of white spot syndrome virus (WSSV) infection, but its function remains uncharacterized. Herein, the targets that were translationally down-regulated in the shrimp stomach following a pmo-miR-750 mimic injection were identified using two-dimensional gel electrophoresis. Sarcoplasmic calcium-binding protein (Scp) and actin1 (Act1) were revealed to be down-regulated protein spots. The genuine binding of pmo-miR-750 mimic to Scp but not Act1 mRNA was validated in vitro. In addition, a negative correlation between the Scp transcript and pmo-miR-750 expression level in WSSV-infected P. monodon stomach implies that pmo-miR-750 regulates Scp expression in vivo. When injected into WSSV-infected shrimp, the pmo-miR-750 mimic suppressed Scp expression but significantly increased the WSSV copy number. Consistent with the miRNA mimic-mediated Scp suppression, the loss of function assay of Scp in WSSV-challenged shrimp by RNA interference revealed a decreased survival rate with a dramatic increase in viral copy number. Besides that, apoptosis was activated in the hemocytes of the Scp knockdown shrimp upon WSSV infection. Collectively, our findings reveal that up-regulated pmo-miR-750 suppresses Scp expression at both the transcript and protein levels in the late stage of WSSV infection, which contributes to modulating apoptosis and eventually enabling viral propagation.","Immunology, environmental, Agricultural and Biological Sciences","Immunology, Environmental Chemistry, Aquatic Science, Immunology and Microbiology (miscellaneous)"
Tongue-Tie children with a severe Hazelbaker score or difficult breastfeeding greatly benefit from frenotomy or frenuloplasty with/without anaesthesia – First do or do no harm?,"Auychai P., Neff A., Pitak-Arnnop P.",2022-06-01,"Anesthesia, Dental, Ankyloglossia, Breast Feeding, Child, Female, Humans, Infant, Lingual Frenum, Tongue, Ankyloglossia, Management, Review, Tongue-tie","Tongue-tie (ankyloglossia) is a relatively common congenital anomaly characterised by an abnormally short lingual fraenulum, causing limitation of tongue mobility. There have been immense controversies regarding diagnosis, clinical significance and management of such condition hitherto. Although most tongue-tie babies are asymptomatic without feeding difficulties, operative corrections may be necessary in some cases to improve their breastfeeding. Using a meta-narrative reviewing study design, the aim of this concise review was to demonstrate the current evidences for surgical indications, optimal type and timing, and functional improvement from tongue-tie surgery. We reviewed and discussed the included evidences based on five topics: (1) basic sciences, (2) clinical equipoise, (3) anaesthesia during childhood, (4) evidence-based practice and surgical meta-analyses, and (5) appropriate patient assessment in routine paediatric practice.","medical, dentistry","Surgery, Oral Surgery, Otorhinolaryngology"
"Synthesis, Structures, and Properties of a Series of Isostructural Lanthanide-Thiopheneacrylate Complexes","Jiajaroen S., Dungkaew W., Kielar F., Sukwattanasinitt M., Chainok K.",2022-02-11,"Complex species, Coordination complex, Crystal properties, Crystals structures, Isostructural, Mononuclear species, Neutral mononuclear, Space Groups, Structures and properties, X- ray diffractions, Crystal structure, Hydrogen bonds, Lanthanide complex, Luminescence properties, Supramolecular","We report the synthesis, crystal structures, and properties of three lanthanide(III) coordination complexes based on 2-thiopheneacrylic acid (Htpa) of the formula [Ln(tpa)3(H2O)3] ⋅ 3(Htpa) (Ln=Tb (1), Dy (2), Er (3)). The complexes were characterized by single crystal X-ray diffraction, powder X-ray diffraction, elemental analysis, IR, TGA, and photoluminescence spectroscopy. Structural analysis indicates that all three complexes are isostructural and crystallize in the trigonal space group R3. The structures of these complexes consist of a discrete neutral mononuclear species [Ln(tpa)3(H2O)3] and the Htpa molecule. In the crystal, the complex species are self-assembled into a one-dimensional (1D) supramolecular chain through classical O−H⋅⋅⋅O hydrogen bonds existing between water molecules and carboxylate oxygen atoms. The adjacent chains are further joined together by C−H⋅⋅⋅π hydrogen bonds involving the thiophene moieties, resulting in the formation of a 3D supramolecular framework. The frameworks feature 1D channels with a dimeter of ca. 1.5 nm that can accommodate Htpa molecules to allow the formation of cocrystals via strong hydrogen bonds. In addition, the solid-state luminescence and thermal properties of these complexes were also investigated.","fluidex; related topics, chemistry",Inorganic Chemistry
Synthesis of novel graphene aerogel encapsulated bismuth oxyiodide composite towards effective removal of methyl orange azo-dye under visible light,"Arumugam M., Seralathan K.-K., Praserthdam S., Tahir M., Praserthdam P.",2022-09-01,"Azo-dyes, Bismuth oxyiodide, Composite photocatalysts, Eco-friendly, Effective removals, Graphene aerogels, Methyl Orange, Synthesised, Visible light, Visible-light-responsive, Azo Compounds, Bismuth, Catalysis, Graphite, Light, Bismuth oxyiodide, Composites, Graphene aerogel, Methyl orange, Photocatalysis","Development of novel and eco-friendly composite photocatalysts for the efficient removal of contaminants from wastewater is the need of the hour. In this study, visible light responsive novel graphene aerogel/bismuth oxyiodide (GA/BiOI) composite was synthesized via low-temperature solvothermal method. The synthesized GA/BiOI composite was tested for methyl orange (MO) azo-dye degradation under visible light. The graphene aerogel nanosheets were wrapped onto the surface of the each individual BiOI microsphere, which encourages the interconnection charge transfer process. The light absorption properties of GA/BiOI composite were increased with the addition of graphene aerogel. The optimal 5%-GA/BiOI composite displayed higher MO removal efficiency, which is ∼2 fold more than the bare BiOI photocatalyst. This enhanced photocatalytic activity was on account of lower recombination rate of charge carriers, improved light absorption, and the high surface area. In addition, the 5%-GA/BiOI composite showed good stability until 3 cycles without deactivation. The plausible MO degradation mechanism was also proposed over GA/BiOI under visible light. This work provides a new perspective on the design and synthesis of graphene aerogel-based composite for environmental applications.","clinical and experimental biochemistryistryhemistry, fluidex; related topics, geobase; related topics, environmental, chemistry, medical","Environmental Engineering, Environmental Chemistry, Chemistry (all), Pollution, Public Health, Environmental and Occupational Health, Health, Toxicology and Mutagenesis"
Bioproducts from proteins in neem seed oil meals,"Aramwit P., Shubashree K.R., Nagananda G.S., Reddy R., Kavya S., Reddy N.",2022-11-01,"Antimicrobial, Aqueous condition, Azadirachta indica, Bioproducts, Neem, Neem oil, Neem seeds, Oil cakes, Property, Seed oil, antimicrobial, applications, cytotoxicity, neem, oil cakes, proteins","Extraction of oil from Azadirachta indica generates oil cake (meal) containing proteins and carbohydrates. The proteins in neem oil cake with antimicrobial and antioxidant properties have been made into films and studied for their properties and potential applications. Neem oil cakes are available in large quantities at low cost but are non-edible and have limited applications. Currently, most of the neem oil cakes are used as fertilizers. Neem oil cakes contain about 25–30% proteins and 30–40% carbohydrates, which are valuable. Proteins in the neem oil cake could be suitable for food, medical, biotechnology, and other applications. However, there are no reports on the properties or applications of proteins in neem meal. In this study, a simple alkaline process was used to extract proteins from the oil meal and the proteins obtained were converted into films. The films were crosslinked with citric acid (CA) to improve mechanical properties and stability in aqueous conditions. Neem protein films have good resistance to aqueous conditions and acceptable strength and elongation. The films have better antifungal activity than antibacterial activity. Cells (L929) were able to attach and grow on the films but at a lower rate than Dulbecco's Modified Eagle Medium (DMEM) media. Proteins in neem oil cake show potential as substitutes for the animal-based proteins in current use. © 2022 Society of Chemical Industry and John Wiley & Sons, Ltd.","fluidex; related topics, coastal engineering, energy","Bioengineering, Renewable Energy, Sustainability and the Environment"
Study on the effect of electrode configuration on the performance of a hydrogen/vanadium redox flow battery,"Hsu N.-Y., Devi N., Lin Y.-I., Hu Y.-H., Ku H.-H., Arpornwichanop A., Chen Y.-S.",2022-05-01,"All vanadium redox flow battery, Electrode configurations, Electrolyte flow rates, Hydrogen–vanadium redox flow battery, Performance, Positive electrolyte, Potential energy storage, Pt loading, Storage systems, Vanadium redox flow batteries, Electrolyte, Energy efficiency, Hydrogen, Hydrogen–vanadium redox flow battery","All-vanadium redox flow batteries (VRFBs) are one of the potential energy storage systems for renewable energy storage. The high cost of vanadium electrolytes is one of the barriers to VRFB commercialization. To reduce the cost of the battery, the aqueous negative electrolyte is replaced with gaseous hydrogen, whereas the positive electrolyte retains vanadium ions as a hydrogen–vanadium redox flow battery (HVRFB). Hydrogen can be supplied using renewable energy sources, which enhances the kinetics of the reaction. The HVRFB is investigated in this study by examining the effects of negative electrode configuration, Pt loading, humidity conditions, and electrolyte flow rate. Pt loading and positive electrolyte flow rate are discovered to have a significant effect on electrolyte utilization. The highest battery performance is obtained when the catalyst loading is set at 0.3 mg Pt cm−2 and the positive electrolyte flow rate is around 2 L h−1. The HVRFB operates continuously for 200 cycles and demonstrates an energy efficiency of around 88% when operated at a current density of 80 mA cm−2.","petroleum substitutes; energygy supply; conversion and storage, geobase; related topics, energy","Renewable Energy, Sustainability and the Environment"
Influence of sericin-g-PLA as an organic nucleating agent for preparing biodegradable blend films,"Boonpavanitchakul K., Kangwansupamonkon W., Pimpha N., Magaraphan R.",2022-07-05,"Blended films, Copolymer films, Graft copolymer film, Graft- copolymers, Nucleating agents, Organic nucleating agent, Organics, Poly lactide, Polylactide copolymers, Silk sericin, biodegradable polymer, graft copolymer film, organic nucleating agent, polylactide, silk sericin","Here for the first time, this work indicated that the sericin-g-polylactide (SS-g-PLA) copolymer can be potentially used as an organic nucleating agent to improve the crystallinity and biodegradability of polylactide (PLA). The properties of blended films containing SS-g-PLA mixed with virgin PLA polymer were highly evaluated. The water vapor permeability (WVP), thermal behavior, dynamic mechanical properties, crystal structure, and biodegradability of the PLA/SS-g-PLA-blended films were characterized and compared with a commercial PLA film. The results clearly indicated that the incorporation of SS-g-PLA copolymer in the PLA matrix had a significant effect on the properties of PLA/SS-g-PLA-blended films. The WVP values of PLA/SS-g-PLA-blended films were lower than that of commercial PLA film by about 2–3 g·mm/m2·day·atm, and their thermal behaviors (e.g. Tg, Tcc, and Tm) were also decreased. Adding SS-g-PLA can increase the crystallinity of PLA. The degree of crystallinity (%χc) of the series of PLA/SS-g-PLA-blended films was increased to about 2–4 times that of the commercial PLA film (3%). Interestingly, biodegradation results revealed that the percent of biodegradability of PLA/SS-g-PLA-blended film was 80% in 43 days under a compost environmental temperature of 58 ± 2°C. This evidence indicated that the SS-g-PLA copolymer can improve the biodegradability of PLA.","fluidex; related topics, chemistry, Materials Science","Chemistry (all), Surfaces, Coatings and Films, Polymers and Plastics, Materials Chemistry"
Shape-Dependent Performance of Cu/Cu2O for Photocatalytic Reduction of CO2,"Zheng Y., Duan Z., Liang R., Lv R., Wang C., Zhang Z., Wan S., Wang S., Xiong H., Ngaw C.K., Lin J., Wang Y.",2022-05-20,"% reductions, CO 2 reduction, CO2 valorization, Energy crisis, Morphological control, Performance, Photo-catalytic, Photocatalytic reduction, Solar fuels, Valorisation, CO2 valorization, copper, morphology, photocatalysis, reduction","The photocatalytic conversion of CO2 into solar fuels or chemicals is a sustainable approach to relieve the immediate problems related to global warming and the energy crisis. This study concerns the effects of morphological control on a Cu/Cu2O-based photocatalyst for CO2 reduction. The as-synthesized spherical Cu/Cu2O photocatalyst exhibits higher activity than the octahedral one under visible light irradiation. The difference in photocatalytic performance between these two catalysts could be attributed to the following two factors: (1) The multifaceted structure of spherical Cu/Cu2O favors charge separation; (2) octahedral Cu/Cu2O only contains more positively charged (111) facets, which are unfavorable for CO2 photoreduction. The results further highlight the importance of utilizing crystal facet engineering to further improve the performance of CO2 reduction photocatalysts.","fluidex; related topics, environmental, coastal engineering, Materials Science, energy","Environmental Chemistry, Chemical Engineering (all), Materials Science (all), Energy (all)"
Leveraging knowledge of Asian herbal medicine and its active compounds as COVID-19 treatment and prevention,"Liana D., Phanumartwiwath A.",2022-01-01,"Antiviral Agents, COVID-19, Herbal Medicine, Humans, Plant Extracts, Plants, Medicinal, SARS-CoV-2, Asian, COVID-19, Herbal medicine, Plant bioactive compounds, Prevention, Treatment","The outbreak of COVID-19 disease has led to a search for effective vaccines or drugs. However, insufficient vaccine supplies to meet global demand and no effective approved prescribed drugs for COVID-19 have led some people to consider the use of alternative or complementary medicines, such as traditional herbal medicine. Medicinal plants have various therapeutic properties that depend on the active compounds they contain. Obviously, herbal medicine has had an essential role in treatment and prevention during COVID-19 outbreak, especially in Asian cultures. Hence, we reviewed the uses of herbal medicine in Asian cultures and described the prominent families and species that are sources of antiviral agents against COVID-19 on the basis of case reports, community surveys, and guidelines available in the literature databases. Antiviral efficacy as determined in laboratory testing was assessed, and several promising active compounds with their molecular targets in cell models against SARS-CoV-2 viral infection will be discussed. Our review findings revealed the highly frequent use of Lamiaceae family members, Zingiber officinale, and Glycyrrhiza spp. as medicinal sources for treatment of COVID-19. In addition, several plant bioactive compounds derived from traditional herbal medicine, including andrographolide, panduratin A, baicalein, digoxin, and digitoxin, have shown potent SARS-CoV-2 antiviral activity as compared with some repurposed FDA-approved drugs. These commonly used plants and promising compounds are recommended for further exploration of their safety and efficacy against COVID-19. Graphic abstract: [Figure not available: see fulltext.]",biochemistryistry,Molecular Medicine
Design and Construction Circuit Drive System of Electrode Less Induction Lamp,"Noybangyang C., Wangnipparnto S., Suwanakit T.",2022-01-01,"Circuit drives, Design and construction, Drive systems, Electrode less, Half-bridge, Half-bridge resonant, Induction lamp, Power factor valley-fill, Power factors, Valley fills, Electrode Less, Half-bridge resonant, Induction lamp, Power factor valley-fill","This objective of research to design and construction circuit drive system of induction lamp without using the principle of electromagnetic in an induction coil. The research consists of three parts : electric energy transmission driver circuit, electrical magnetic high frequency control circuit and airborne energy transmission receiver circuit to 40 watt induction lamp. It can be voltage controlled in 180-240 Vrms range. Frequency switch circuit in the period of 20-150 kHz. The value of Ballast factor between 0.9-1.0 for most effective in transmitting energy through the air to induction lamp. It can be concluded that the results effective with the principle of voltage divider using zener diode to IC supply and approve power factor by valley-fill circuit.","fluidex; related topics, computer science, engineering","Computer Networks and Communications, Artificial Intelligence, Computer Science Applications, Hardware and Architecture, Information Systems, Signal Processing, Electrical and Electronic Engineering"
Tele Health Self-Management (THSM) Innovation for Patients with COVID-19: A Conceptual Design,"Nunthaitaweekul P., Leelawat N., Thaithae S., Muenboonme W., Krutphong K., Ringrod K., Tang J.",2022-12-01,"Disaster management, Management innovation, Pandemic, Self management, Self-care, Tele health self-management, Telehealth, COVID-19, pandemic, tele health self-management, THSM","The coronavirus disease 2019 (COVID-19) is an emerging disease that has continued from 2019 to the present. It has affected every country both major and minor pictures. Therefore, effective management reflecting the lessons learned is necessary and urgent for the management. Disaster management consists of three key periods including the mitigation and preparedness phase, response phase, and recovery and rehabilitation phase through clear-fast-safe and build-back-better concepts. Innovation by new application is one of the important tools in such issue. Previous research was found to paying attention only to recording the number of infected cases, resources, and basic self-care. Severe epidemic situations make a service place an inadequate healthcare provider. Therefore, disaster management that encourage infected people to manage themselves is essential. The research team developed tele health self-management (THSM) as a medium for communication of management and self-care guidelines during stay at home isolation and awaiting hospitalization. A proposed guideline is expected to supporting the caring of patients with COVID-19 and providing effective self-management services, reduce the loss rate, and improve the quality of life during infection.","fluidex; related topics, engineering","Safety, Risk, Reliability and Quality, Engineering (miscellaneous)"
Diacetylene-Zinc(II)-Zinc Oxide Nanocomposites for Colorimetric Detection of Ultraviolet-A Light,"Siriboon J., Traiphol N., Traiphol R.",2022-09-23,"Coconut oil, Colorimetric detection, Diacetylenes, Photo polymerization, Photosensor, Polydiacetylenes, Property, Ultraviolet-A, Zinc oxide nanocomposites, Zinc oxide nanoparticles, photocatalyst, photopolymerization, photosensor, polydiacetylene, ultraviolet-A","Polydiacetylenes (PDAs) have received widespread attention as chromatic sensors of various stimuli. The utilization of PDA materials for detecting ultraviolet-A (UVA) light, however, is quite rare. This study introduces a facile approach for enhancing the UVA-responsive property of PDAs. The incorporation of zinc oxide (ZnO) nanoparticles into the assemblies of diacetylene monomers, 10,12-pentacosadiynoic acid (PCDA), creates PCDA/Zn2+/ZnO nanocomposites. We have found that the nanocomposites change from colorless to blue upon exposure to UVA light. The intensity of blue color systematically increases with the UVA dose. The sensitivity to UVA light can be enhanced by increasing the ZnO ratios within the nanocomposites. Various types of UVA colorimetric sensors can be fabricated by incorporating the nanocomposites into a filter paper, hydrogel, and coconut oil. Interestingly, coconut oil-based sensors exhibit a color transition from colorless to blue with increasing UVA dose in sunlight from 0 to 50 J/cm2. This property allows their utilization for colorimetric detection of minimal erythema dose of UVA light, 33.27 J/cm2, for all skin types of normal people. The preparation of the nanocomposites is simple and cheap, suitable for large-scale production. The nanocomposites can be further developed for colorimetric detection of UVA radiation from sunbeds tanning, phototesting, and UV curing applications.","fluidex; related topics, Materials Science",Materials Science (all)
Assessment of spectrum sensing using support vector machine combined with principal component analysis,"Mahanta M., Taparugssanagorn A., Pati B.M.",2022-01-01,"Feature importance, IoT, Kernel scale value, Large margin classifiers, Machine-learning, Orthogonal frequency-division multiplexing, Principal-component analysis, Scale value, Spectra's, Spectrum scarcity, Spectrum sensing, Support vectors machine, cognitive radio, feature importance, internet of things, IoT, kernel scale value, large margin classifier, machine learning, OFDM, orthogonal frequency division multiplexing, PCA, principal component analysis, spectrum scarcity, spectrum sensing, support vector machine, SVM","Cognitive radio (CR) is an up-and-coming technology to rectify the problem of under-utilisation of the allocated spectrum and meet the increasing demand for free spectrum. Spectrum sensing empowers the CR to adjust to its surroundings by locating free spectrum. Although spectrum sensing using a support vector machine (SVM) is already found in literature, an SVM combined with principal component analysis (PCA) and varying the kernel scale is yet to be investigated. In this paper, we perform spectrum sensing using an SVM and evaluate the performances of various kernel functions used in the SVM as well as how the performances of the learning algorithm change as we apply PCA and vary the kernel scales. We then compare the training time of the SVM kernels. Finally, we calculate the contributions of power, variance, skewness, and kurtosis of the received signal towards the decision-making process of the learning algorithm.","fluidex; related topics, engineering, computer science","Control and Systems Engineering, Computer Science Applications, Computer Networks and Communications, Electrical and Electronic Engineering"
Electrochemical reduction of carbon dioxide on the oxide-containing electrocatalysts,"Hongrutai N., Watmanee S., Pinthong P., Panpranot J.",2022-10-01,"C-C coupling, CO 2 emission, CO 2 reduction, CO2activation, Electrochemical reductions, Emission technology, Gas liquids, Metal electrodes, Value added products, ]+ catalyst, C-C coupling, CO2activation, CO2reduction, Electronic state, Metal electrode","Electrochemical reduction of carbon dioxide (CO2RR) is one of the promising approaches to mitigate the climate-change effects through a negative CO2emission technology while producing value-added products. Significant advances in CO2RR have been achieved on various metal electrocatalysts to produce a variety of products in gas, liquid, or even solid forms. The frequently used metals such as Ag, Au, Bi, Cu, Sn, and Zn may contain oxide species that were either intentionally or unintentionally formed during the syntheses. For the oxide-derived catalysts, the oxides are pre-catalyst active forms, which are reduced under the CO2RR environment and thus affected the physical/chemical properties of the final catalysts. On the other hand, oxide species (MOx, M+, or O2/O-) can directly enhance CO2activation, C-C coupling, dimerization, and/or modify the surface electronic states of the active species for CO2RR. In this review, we provide the latest progress towards understanding the roles of oxide-containing electrocatalysts in CO2RR. The nature of oxides on various groups of metal electrocatalysts as categorized by their major products [e.g., CO, CH4, HCOOH, CH3OH, C2H5OH, C2H4, and C (solid)] and their roles in the direct and in-direct effects for improving the CO2RR performances has been emphasized.","fluidex; related topics, coastal engineering, environmental","Chemical Engineering (miscellaneous), Waste Management and Disposal, Process Chemistry and Technology"
Native SodB Overexpression of Synechocystis sp. PCC 6803 Improves Cell Growth Under Alcohol Stresses Whereas Its Gpx2 Overexpression Impacts on Growth Recovery from Alcohol Stressors,"Vachiranuvathin P., Tharasirivat V., Hemnusornnanon T., Jantaro S.",2022-12-01,"Alcohol tolerance, Glutathione peroxidase, Growth recovery, Overexpressions, PCC 6803, Super oxide dismutase, Superoxide dismutases, Synechocysti sp., Synechocystis sp, Wild-type controls, 1-Butanol, Bacterial Proteins, Chlorophyll A, Ethanol, Synechocystis, Alcohol tolerance, Glutathione peroxidase, Growth recovery, Superoxide dismutase, Synechocystis sp. PCC 6803","To overcome the limited resistance to alcohol stress, genetically engineered Synechocystis sp. PCC 6803 strains with overexpressions of genes related with the ROS detoxification system (sodB and gpx2, which encode superoxide dismutase and glutathione peroxidase, respectively) were developed. Three engineered strains including a sodB-overexpressing strain (OE + S), a gpx2-overexpressing strain (OE + G), and a sodB/gpx2-overexpressing strain (OE + SG) grew similarly as wild-type control under normal condition. When compared to wild-type control, OE + S and OE + SG strains grew faster for 4 days under 2.0% (v/v) ethanol and 0.3% (v/v) n-butanol conditions, as well as having higher chlorophyll a levels. On the other hand, the prominent growth recovery of OE + G and OE + SG was noted within 4 days in normal BG11 medium after treating cells with high alcohol stresses for 1 h, in particular 15% ethanol and 2.5% n-butanol. Under 4 days of recovery from butanol stress, specific levels of intracellular pigments including chlorophyll a and carotenoids were dramatically increased in all modified strains. The overexpression of antioxidant genes then revealed a significant improvement of alcohol tolerance in Synechocystis sp. PCC 6803.","microbiology: bacteriology, mycology, parasitology and virology, fluidex; related topics, biochemistryistry, coastal engineering, Immunology","Biotechnology, Bioengineering, Biochemistry, Applied Microbiology and Biotechnology, Molecular Biology"
