Title,Authors,Publication Date,Keywords,Abstract,Classification,Subject Areas
Colicin N mediates apoptosis and suppresses integrin-modulated survival in human lung cancer cells,"Arunmanee W., Ecoy G.A.U., Khine H.E.E., Duangkaew M., Prompetchara E., Chanvorachote P., Chaotham C.",2020-02-13,"Apoptosis, bcl-2-Associated X Protein, Blotting, Western, Caspase 8, Cell Line, Tumor, Cell Proliferation, Cell Survival, Colicins, Flow Cytometry, Humans, Integrins, Lung Neoplasms, Propidium, Signal Transduction, Apoptosis, Colicins, Human lung cancer cells, Integrin, Selective anticancer","The inherent limitations, including serious side-effects and drug resistance, of current chemotherapies necessitate the search for alternative treatments especially for lung cancer. Herein, the anticancer activity of colicin N, bacteria-produced antibiotic peptide, was investigated in various human lung cancer cells. After 24 h of treatment, colicin N at 5–15 µM selectively caused cytotoxicity detected by MTT assay in human lung cancer H460, H292 and H23 cells with no noticeable cell death in human dermal papilla DPCs cells. Flow cytometry analysis of annexin V-FITC/propidium iodide indicated that colicin N primarily induced apoptosis in human lung cancer cells. The activation of extrinsic apoptosis evidenced with the reduction of c-FLIP and caspase-8, as well as the modulation of intrinsic apoptosis signaling proteins including Bax and Mcl-1 were observed via Western blot analysis in lung cancer cells cultured with colicin N (10–15 µM) for 12 h. Moreover, 5–15 µM of colicin N down-regulated the expression of activated Akt (p-Akt) and its upstream survival molecules, integrin β1 and αV in human lung cancer cells. Taken together, colicin N exhibits selective anticancer activity associated with suppression of integrin-modulated survival which potentiate the development of a novel therapy with high safety profile for treatment of human lung cancer.","chemistry, biochemistryistry, pharmacology","Analytical Chemistry, Chemistry (miscellaneous), Molecular Medicine, Pharmaceutical Science, Drug Discovery, Physical and Theoretical Chemistry, Organic Chemistry"
Verification of attenuation models based on strong ground motion data in Northern Thailand,"Tanapalungkorn W., Mase L.Z., Latcharote P., Likitlersuang S.",2020-06-01,"Attenuation model, Northern Thailand, Peak ground acceleration, Spectral acceleration, Strong ground motion, Attenuation model, Northern Thailand, Peak ground acceleration, Spectral acceleration, Strong ground motion data","Within the last decade, the number of earthquake events in Northern Thailand has significantly increased. At least, two major earthquakes have occurred in this region: the 2011 Mw 6.8 Tarlay Earthquake and the 2014 Mw 6.3 Mae Lao Earthquake. The lack of understanding on appropriate attenuation models to represent a specific region becomes a major issue if strong ground motion data is not available. This paper aims to determine an appropriate attenuation model for Northern Thailand based on seven recorded earthquake events in the region. Nine attenuation models, including ground motion prediction equations (GMPEs) from both NGA-West1 and NGA-West2 (Next Generation Attenuation Relationships for Western US), were employed to predict peak ground acceleration (PGA) and spectral acceleration (SA) during the selected earthquake events. Ground motion data during the events from twenty nearby seismic stations were collected for verifying the predictions from each attenuation model. Goodness of fit test and root mean square error (RMSE) were evaluated for each attenuation model prediction. The results show that the NGA-West2 are the most appropriate attenuation models to predict ground motion in Northern Thailand. As a consequence of verifying these attenuation models, it is hoped that further development of Thailand's seismic design standards for seismic hazard analysis of specific regions such as Northern Thailand can be based on more accurate, appropriately selected models.","engineering, earth sciences, Agricultural and Biological Sciences","Civil and Structural Engineering, Geotechnical Engineering and Engineering Geology, Soil Science"
"Characteristics, treatment patterns, prognostic determinants and outcome of peripheral T cell lymphoma and natural killer/T cell non-Hodgkin Lymphoma in older patients: The result of the nationwide multi-institutional registry Thai Lymphoma Study Group","Wudhikarn K., Bunworasate U., Julamanee J., Lekhakula A., Ekwattanakit S., Khuhapinant A., Chuncharunee S., Niparuck P., Numbenjapon T., Prayongratana K., Kanitsap N., Wongkhantee S., Makruasi N., Wong P., Norasetthada L., Nawarawong W., Sirijerachai C., Chansung K., Suwanban T., Praditsuktavorn P., Intragumtornchai T.",2020-01-01,"Aged, Antineoplastic Combined Chemotherapy Protocols, Humans, Killer Cells, Natural, Lymphoma, T-Cell, Lymphoma, T-Cell, Peripheral, Prognosis, Registries, Retrospective Studies, T-Lymphocytes, Thailand, Treatment Outcome, Chemotherapy, Natural killer/T cell lymphoma, Older patients, Peripheral T cell lymphoma","Introduction: Peripheral T cell NHL (PTCL) and natural killer/T cell NHL (NKTCL) are relatively rare disorders. Data on clinical presentation, treatment and outcome are limited especially in older age groups. Methods: We identified 127 patients with PTCL and NKTCL, excluding cutaneous T/NK cell lymphoma, aged over 60 years old from Thailand nationwide multicenter registry. Results: Of 127 patients, median age of diagnosis was 67 years old. Patients aged older than 75 years old had similar characteristics to younger (60–74 years old) but higher comorbidity index. Seventy-nine patients (62.2%) received intensive/definite multi-agent chemotherapy, however, the proportion was significant lower in older patients (70.4% vs 34.5%, p <. 001). After a median follow up duration of 17.3 months, 2-year progression free survival and overall survival were 38.1% and 48.5%. Univariate and multivariable analysis demonstrated older age, poor performance status and absence of definite multi-agent chemotherapy were associated with inferior survival. Definite multi-agent lymphoma specific chemotherapy was an independent factor for overall survival after adjustment for age, comorbidity index, performance status and prognostic index for T cell lymphoma. Conclusion: Despite overall poor prognosis of PTCL and NKTCL in older adults, chemotherapy could result in objective response and long-term survival in selected patients of this vulnerable age group thus emphasizing the importance of comprehensive geriatric evaluation.",medical,"Oncology, Geriatrics and Gerontology"
Households’ evacuation decisions in response to the 2011 flood in Thailand,"Bhula-Or R., Nakasu T., Mokkhamakkul T., Anantsuksomsri S., Amornkitvikai Y., Prathumchai K., Duangkaew S.",2020-01-01,"Disaster management, Flood prone area, Household members, Integrated areas, Local government, Management level, Moral hazard, S implications, Evaluation re-sponse, Flood, Household’s responses, Natural disaster, The 2011 flood in Thailand","This study aims at clarifying households’ responses to the flood in Thailand. The result of this study helps fill the gap in literature about the factor affecting a house-hold’s decision to evacuate in response to the flood, as such a decision varies with the type of natural disas-ter. The result of the study confirms that more vul-nerable people are less likely to evacuate. However, they are more likely to evacuate, if at least one of their household members has reduced mobility. People in flood-prone areas exhibited moral hazards. Further-more, people with relatively secured employment sta-tuses are more likely to stay in the flood-prone area, to minimize their losses from the flood. If households with management-level employees received real-time and accurate updates about the flood, the decision to evacuate would be freely decided by such households, which can minimize their losses. Similarly, real-time and accurate data about potential damages and losses can reduce moral hazards. Thus, it is necessary for national and local governments to understand area-specific characteristics of people and linkages between societal vulnerability and economic resilience. The study’s implications highlight the importance of developing disaster management strategies in an integrated area-based approach.","water engineeringneering, engineering","Safety, Risk, Reliability and Quality, Engineering (miscellaneous)"
Improvement of polyimide/polysulfone composites filled with conductive carbon black as positive temperature coefficient materials,"Tiptipakorn S., Kuengputpong N., Okhawilai M., Rimdusit S.",2020-03-20,"Conductive carbon blacks, Conductive fillers, Electrical conductivity, Mechanical and thermal properties, Percolation thresholds, Volume resistivity, Weight ratios, applications, blends, composites, polyimides, thermoplastics","In this study, polyimide (PI)/polysulfone (PSF) blends filled with carbon black (CB) were developed for the use as positive temperature coefficient (PTC) materials in order to achieve the volume resistivity as lower than 104 Ω.cm at room temperature. The weight ratios of PI/PSF were various from 100/0 to 10/90 with CB varied from 0 to 20 wt%. The use of conductive filler was reduced when PSF was blended with PI; the blends clearly possessed a percolation threshold decreased by 90%. The electrical conductivity of the CB-filled blends was higher than those of CB-filled pure PI. The transition temperature for PTC material was reported in the range of 180 to 210 °C. The preferential location of CB filler in PI domains could be observed using the optical microscope. In addition, the composites met the standards for the obtained mechanical and thermal properties, exhibiting the potential use as PTC materials. © 2019 Wiley Periodicals, Inc. J. Appl. Polym. Sci. 2020, 137, 48482.","fluidex; related topics, chemistry, Materials Science","Chemistry (all), Surfaces, Coatings and Films, Polymers and Plastics, Materials Chemistry"
Unilateral recession and resection surgery with adjustable suture in adult sensory exotropia: long-term success and exotropic drift,"Pukrushpan P., Tharwaranan R., Praneeprachachon P., Honglertnapakul W.",2020-07-02,"Adolescent, Adult, Aged, Exotropia, Female, Follow-Up Studies, Humans, Male, Middle Aged, Oculomotor Muscles, Ophthalmologic Surgical Procedures, Postoperative Period, Research Design, Retrospective Studies, Suture Techniques, Treatment Outcome, Visual Acuity, exotropic drift, recession and resection, Sensory exotropia, unilateral surgery","This retro-prospective study aimed to evaluate the correlation between initial postoperative deviation and long-term outcome of unilateral recession and resection surgery with adjustable suture in adult sensory exotropia, factors associated with long-term outcome, exotropic drift, and time to failure following surgery. We included adult patients (age ≥18 years) with sensory exotropia who underwent unilateral lateral rectus recession with adjustable suture and medial rectus resection with at least 2-year follow-up. Preoperative and postoperative data was collected. Either Krimsky or alternate and prism cover testing was used to measure the angle of deviation depending on patients’ fixation ability. Glasses with full refractive correction were worn if they can provide better visual acuity. Exodeviation at near fixation was used in statistical analysis. A total of 38 patients (mean age at surgery 32 ± 13 years) were included. Median preoperative exotropia was 45 PD (IQR 40–55, range 25–70) and median initial postoperative deviation was esotropia 8 PD (IQR 0–11, range from exotropia 8 to esotropia 30). Mean follow-up time was 5 ± 2.5 years (range 2–10). Motor success, defined as a deviation within 10 PD of orthotropia, was found in 50% and 42% of patients at 2-year and last follow-up. Initial postoperative deviation and amount of lateral rectus recession were significantly associated with long-term outcome (p = .006 and 0.029). Patients with initial moderate and minimal overcorrection had higher success rates (67% and 62%) than patients with initial orthotropia or undercorrection (10%) (p = .002). Median overall rate of exotropic drift was 8 PD/year (IQR 6–13, range from esotropic drift 8 to exotropic drift 26). Time to failure in nonsuccess group was 24 months (IQR 21–24, range 2–24). In conclusion, unilateral recession and resection surgery with adjustable suture in adult sensory exotropia achieved 50% success at 2 years. Initial postoperative moderate overcorrection results provide the highest chance for long-term success. The majority of patients developed exotropic drift with time and time to failure was 2 years.",medical,Ophthalmology
3D Bioprinting of Lignocellulosic Biomaterials,"Shavandi A., Hosseini S., Okoro O.V., Nie L., Eghbali Babadi F., Melchels F.",2020-12-01,"Biofabrication, Cellulosic material, Ink viscosity, Lignocellulosic material, Low concentrations, Recent progress, Strength and toughness, Supercritical CO2, Biocompatible Materials, Bioprinting, Lignin, Printing, Three-Dimensional, biofabrication, bioinks, cellulose, hemicellulose, hydrogels, lignin","The interest in bioprinting of sustainable biomaterials is rapidly growing, and lignocellulosic biomaterials have a unique role in this development. Lignocellulosic materials are biocompatible and possess tunable mechanical properties, and therefore promising for use in the field of 3D-printed biomaterials. This review aims to spotlight the recent progress on the application of different lignocellulosic materials (cellulose, hemicellulose, and lignin) from various sources (wood, bacteria, and fungi) in different forms (including nanocrystals and nanofibers in 3D bioprinting). Their crystallinity, leading to water insolubility and the presence of suspended nanostructures, makes these polymers stand out among hydrogel-forming biomaterials. These unique structures give rise to favorable properties such as high ink viscosity and strength and toughness of the final hydrogel, even when used at low concentrations. In this review, the application of lignocellulosic polymers with other components in inks is reported for 3D bioprinting and identified supercritical CO2 as a potential sterilization method for 3D-printed cellulosic materials. This review also focuses on the areas of potential development by highlighting the opportunities and unmet challenges such as the need for standardization of the production, biocompatibility, and biodegradability of the cellulosic materials that underscore the direction of future research into the 3D biofabrication of cellulose-based biomaterials.","clinical and experimental biochemistryistryhemistry, fluidex; related topics, Materials Science, engineering, pharmacology","Biomaterials, Biomedical Engineering, Pharmaceutical Science"
Coexisting cancers with atypical glandular abnormalities by liquid-based cytology: A retrospective study in tertiary hospital in a high cervical cancer incident country,"Kengsakul M., Manchana T.",2020-09-01,"Adenocarcinoma in Situ, Adult, Cervical Intraepithelial Neoplasia, Epithelial Cells, Female, Humans, Incidence, Middle Aged, Precancerous Conditions, Retrospective Studies, Tertiary Care Centers, Uterine Cervical Neoplasms, Atypical glandular cell, Cervical cancer, Endometrial cancer, Liquid base cytology","Objective: To determine the incidence of coexisting cancers in women with glandular cell abnormalities detected from liquid-based cytology and to compare the detection rate of premalignant and malignant lesions among various subtypes of glandular cell abnormalities. Materials and methods: From January 2014 to December 2016, liquid-based cytology was performed in 85,517 women. Using the Bethesda system 2001 criteria, abnormal cervical cytology was diagnosed in 3650 women (4.3%). Glandular cell abnormalities were diagnosed in 110 women (0.13%). Ten women with pre-existing genital tract cancers and 13 women who lost to follow up were excluded. Clinical characteristic, colposcopic finding, and histopathological data were reviewed in 87 women. Results: High-grade premalignant and malignant lesions were diagnosed in 34 patients (39.1%). Co-existing cancer was diagnosed in 31 patients (35.6%); 15 cervical cancers (17.2%) and 16 endometrial cancers (18.4%). The detection rate of significant lesions (CIN2+ or malignant lesions) in patients with AGC-NOS was 14.9%, AGC-FN was 38.9% and AIS/adenocarcinoma was 90.9% (p < 0.001). Conclusion: Glandular cell abnormalities associated with high incidence of coexisting endometrial and cervical cancers. Comprehensive genital tract screening to evaluate gynecologic malignancy is strongly recommended in all women with glandular cell abnormalities.",medical,Obstetrics and Gynecology
Creation A Strategic Plan for Supporting Digital Transformation,"Tongskulroongruang T., Chutima P.",2020-04-07,"Digital system, Digital technologies, Digital transformation, Key factors, PEST analysis, Strategic plan, SWOT analysis, Work plan, digital transformation, PEST analysis, Strategic plan, SWOT analysis, Thailand 4.0 policy","Preparation for the transformation to digital technology that is an important part of an organization needs to adapt to keep up with globalization. The objective of this research is to study the changes in digital technology to make a strategic plan to support the digital system in the case study of a factory in accordance with Thailand 4.0 policy. To reach this goal, this study applies SWOT analysis and PEST analysis for analyzing the factory environment. In addition, the key factor of this research is the Thailand 4.0 policy refers to the government framework. The result is a work plan to adjust the factory to be ready for digital transformation.","fluidex; related topics, computer science","Software, Human-Computer Interaction, Computer Vision and Pattern Recognition, Computer Networks and Communications"
Complementary DNA library of Myanmar Russell's viper (Daboia russelii siamensis) venom gland,"Yee K.T., Rojnuckarin P.",2020-01-01,"Animal Structures, Animals, DNA, Complementary, Gene Expression Regulation, Gene Library, Russell's Viper, Viper Venoms, cDNA library, ESTs, Myanmar Russell's viper, Snake venom, Toxins","Geographical variations of snake venoms of the same species are well-known. Exploring the components of venom from each region will give insights in its distinctive toxicities. Venom gland cDNA library of Russell's viper (RV) from Myanmar (Daboia russelii siamensis) was constructed to create a catalog of expressed sequences tags (ESTs) and to compare with sequences from RV of other countries. The cDNA library of venom gland was generated by using CloneMiner™ II cDNA Library Construction Kit. Clones were subjected to Sanger sequencing and analyses by bioinformatics tools. From 251 isolated clones, 38 ESTs were assembled into 6 clusters and 21 singlets. Toxin sequences contributed to 57.9% of all transcripts and Kunitz-type serine protease inhibitors are most abundant (45.5% of toxin transcripts). The Myanmar RV phospholipase A2 (PLA2) showed 98% and 74% identity to D. r. russelii PLA2 from India (DrK-bI) and PLA2 of D. r. siamensis from Thailand as well as Taiwan, respectively. The cysteine-rich secretory protein (CRISP) homologs from Myanmar RV were first identified here showing homology to CRISP from Taiwan RV and European vipers with 98% and 90% identity, respectively. The RV 5′ nucleotidase was also first cloned. In summary, Myanmar RV showed a unique gene expression pattern and sequences. Large scale analysis by next-generation sequencing is warranted.","toxicology; toxinology; vertebrate, clinical and experimental biochemistryistryhemistry, biochemistryistry, Agricultural and Biological Sciences, pharmacology, environmental","Biochemistry, Physiology, Aquatic Science, Animal Science and Zoology, Toxicology, Cell Biology, Health, Toxicology and Mutagenesis"
Synthesis of mesoporous MFI zeolite via bacterial cellulose-derived carbon templating for fast adsorption of formaldehyde,"Khamkeaw A., Phisalaphong M., Jongsomjit B., Lin K.-Y.A., Yip A.C.K.",2020-02-15,"Adsorption capacities, Adsorption kinetics, Bacterial cellulose, Formaldehyde removals, Hard templates, High surface area, Mesoporous ZSM-5, Zeolite precursors, Adsorption, Bacteria, Carbon, Cellulose, Formaldehyde, Waste Disposal, Fluid, Water Pollutants, Chemical, Zeolites, Adsorbent, Formaldehyde removal, Hard template, Mesoporous ZSM-5, Water pollution","Mesoporous ZSM-5 (MFI) zeolite was synthesized by using bacterial cellulose-derived activated carbon (BC-AC500) with a high surface area as a hard template. Different ratios of BC-AC500 and zeolite precursor gel were prepared in a Teflon-lined autoclave and crystallized at 180 °C for 48 h in a rotating oven. The physicochemical properties of the samples were characterized by x-ray diffraction (XRD), scanning/transmission electron microscopies (SEM/TEM), and N2 physisorption techniques. It was found that the mesoporous ZSM-5 zeolites have a specific surface area of 184-190 m2/g, a high mesopore volume of 0.120–0.956 ml/g and a wide pore size distribution ranging from 5 to 100 nm with a maximum at approximately 25.3 nm. The successfully made mesoporous ZSM-5 was tested as an adsorbent for formaldehyde adsorption in batch mode. The mesoporous ZSM-5 zeolite made from bacterial cellulose-derived activated carbon showed significantly faster adsorption kinetics than conventional ZSM-5 (0.0081 vs. 0.0007 g/mg min, respectively). The prepared material has an adsorption capacity of 98 mg/g and is highly reusable. The reported mesoporous ZSM-5 zeolites can be deployed for the rapid removal of toxic organics from wastewater when urgently needed, e.g., under breakthrough conditions.","genergyal, environmentalronmental Health Professionsth and pollution control, geobase; related topics, environmental","Environmental Engineering, Environmental Chemistry, Waste Management and Disposal, Pollution, Health, Toxicology and Mutagenesis"
An enhanced time series motif discovery using approximated matrix profile,"Onwongsa C., Ratanamahatana C.",2020-08-05,"Computation time, Data mining tasks, Dimensionality reduction method, Motif discovery, Profile structure, Repeated patterns, Time-series data, Time-series motifs, Matrix profile, Motif discovery, Time series mining","Motif discovery of time series data is one of the most prevalent data mining tasks in finding repeated patterns that contain important information in a time series sequence. In particular, its purpose is to find the most similar non-overlapping subsequences pair(s). Recent methods have adopted a matrix profile as a novel data structure for motif discovery problem. However, their ) time complexity is considered exceedingly high especially for massive time series data. In this paper, we propose a simple dimensionality reduction method as well as an enhanced approximated matrix profile structure to speed up motif discovery task in massive time series data. As large parts of the matrix profile and raw time series sequences are omitted, our experiments on both synthetic and real datasets demonstrate that we could substantially outperform other rival methods in terms of computation time while maintaining high accuracy of the motif discovery results.","fluidex; related topics, computer science","Software, Human-Computer Interaction, Computer Vision and Pattern Recognition, Computer Networks and Communications"
Bio-based chemical production from glycerol conversion with ethanol co-feeding over Zr-promoted MgAl-layered double oxide catalysts: Impact of zirconium location,"Leungcharoenwattana T., Jitkarnka S.",2020-11-10,"1 ,2-propanediol, Bio-based chemicals, Environmental concerns, Glycerol conversions, Glycerol hydrogenolysis, High diffusivities, Layered double oxide, Transformation process, Dehydrogenation, Ethanol, Glycerol, Layered double hydroxide, Zirconia","Nowadays, the increasing environmental concerns and the reduction of fossil fuels are the reasons for the enlargement of transformation processes from biomass to useful compounds. 1,2-propanediol, produced from the hydrogenolysis of glycerol, is prominent to uses in various applications. However, the reaction needs hydrogen as a significant factor; therefore, most of the published articles reported the uses of external H2 that has flammability and high diffusivity. So, the in-situ generation and simultaneous consumption of H2 in the glycerol hydrogenolysis have been adopted in this study. The effects of zirconium and its location on glycerol hydrogenolysis for the production of 1,2-propanediol were investigated by using the Zr partially-substituted layered double oxide (Zr0.38Mg4.43AlO), and the 20% of co-fed ethanol was anticipated to provide in-situ H2 to supply 1,2-propanediol production. In comparison, a ZrO2-loaded MgAl-layered double oxide (ZrO2/Mg4.41AlO) was also tested in order to investigate the impact of Zr location on the catalyst. The results revealed that the higher ability in H2 formation of the ZrO2/Mg4.41AlO catalyst led to the higher 1,2-propanediol production, and the Zr0.38Mg4.43AlO catalyst provided a lower 1,2-propanediol selectivity because 1,2-propanediol was further converted to other products.","fluidex; related topics, energy, environmental, Business, engineering","Renewable Energy, Sustainability and the Environment, Environmental Science (all), Strategy and Management, Industrial and Manufacturing Engineering"
PM10 concentration forecast using modified depth-first search and supervised learning neural network,"Photphanloet C., Lipikorn R.",2020-07-20,"Atmospheric particulate matter, Depth first search, Learning neural networks, Modified depth first search algorithms, Monitoring stations, Multi-layer perceptron neural networks, Particulate Matter, PM10 concentration, Backward elimination, Genetic algorithm, Modified depth-first search (DFS), Multilayer perceptron neural network (MLP), Particulate matter (PM10) forecast","Atmospheric particulate matter (PM) is an important factor that influences the weather and climate changes which have an impact on life and Earth. In this study, we attempt to forecast PM10 (particulate matters with diameters that are less than or equal to 10 μm) concentration by using data from Nan Province of Thailand as a case study because the main agricultural occupation of Nan is corn growing and air pollution is always the major problem in this region, especially PM10 that is the result from burning corn fields after harvesting. In order to forecast PM10 concentration at each monitoring station 1 h ahead, a novel model based on a combination of genetic algorithm, multilayer perceptron neural network, and modified depth-first search algorithm is proposed. Experimental results show that the proposed model (in Fig. 6) performs better than other models when forecasting 1 h ahead.","environmentalronmental Health Professionsth and pollution control, fluidex; related topics, weather and cliMaterials Science forecasting, environmental","Environmental Engineering, Environmental Chemistry, Waste Management and Disposal, Pollution"
The minimal supercells approach for ab-initio calculation in 2D alloying transition metal dichalcoginides with special quasi-random structure,"Tsuppayakorn-Aek P., Pungtrakool W., Pinsook U., Bovornratanaraks T.",2020-08-01,"Ab initio calculations, Alloy monolayers, Band-gap semiconductors, Computational time, Electronic band structure calculation, Pair distribution functions, Special quasi-random structures, Supercell structures, alloy, density functional theory, spacial quasirandom structure, transition metal dichalcogenide monolayer","Density functional theory (DFT) is used to investigate MoS 2 and WS 2 monolayers, which are direct bandgap semiconductors. We study alloying between MoS 2 and WS 2 by using special quasi-random structure (SQS), through a comparison of the computed pair distribution functions with various sizes of supercells. Our calculations show that a model 3 × 3 × 1 supercell structure of pseudobinary alloy Mo 1-x W x S 2 can be correctly performed for energy and electronic band structure calculations. DFT is combined with SQS and reveals that alteration of the W concentration supports the band edges and energy gap. The electronic structure of Mo 1-x W x S 2 clearly supports the results from the experimental observation as well as Monte Carlo simulation. Consequently, our model suggests that the generated alloy monolayer with small supercells via SQS can clearly explain the behaviour of this material, using a low computational time but achieving good agreement with the experiment.","fluidex; related topics, Materials Science","Electronic, Optical and Magnetic Materials, Biomaterials, Surfaces, Coatings and Films, Polymers and Plastics, Metals and Alloys"
Smart Hub based on Brain Computer Interface by Low Cost Devices,"Kasammongkonchai N., Pan-Ngum S.",2020-11-18,"Activation time, Control methodology, Control methods, Hub systems, Literature survey, Low-cost devices, Smart-home system, Wi Fi networks, Brain-Computer Interface (BCI), Electroencephalogram (EEG), headset, Smart hub","This work designed a portable Brain Computer Interface (BCI) Smart Hub system using low cost BCI headset. The aim was to introduce a new and evaluate existing BCI control methodologies. Smart Hub is part of the smart home system. In this work, we focus on development and comparison BCI control methodologies based on smart hub system. From survey similar works, we found several works had used attention and Eye Blink to control BCI. From the literature survey we conclude that our system used WiFi network for communication and the BCI control methods chosen were attention and Eye Blink. Five BCI control methodologies, all based on eye blinks and attention, were evaluated by 10 subjects. As a result we conclude that the attention accuracy is more than double blink but the attention required more activation time than doubleblink. As the result the control methodology should use 1 methodology with 1 command and shouldn't complexity for good performance.","fluidex; related topics, computer science","Computer Networks and Communications, Computer Science Applications, Information Systems"
Catalytic activity of heterogeneous acid catalysts derived from corncob in the esterification of oleic acid with methanol,"Dechakhumwat S., Hongmanorom P., Thunyaratchatanon C., Smith S.M., Boonyuen S., Luengnaruemitchai A.",2020-04-01,"Acid catalyst, Carbon-based solid acid catalysts, Characterization techniques, Esterification of oleic acids, Esterification reactions, FAME, Heterogeneous acid catalysts, Ptoluenesulfonic acid, Carbon based acid catalyst, Esterification, FAME, Oleic acid, p-toluenesulfonic acid, Sulfonation","Sulfuric acid (H2SO4) pretreated corncob-derived residue was used as a starting material to prepare solid acid catalysts using different sulfonation chemicals (H2SO4, p-toluenesulfonic acid (TsOH) and H2SO4/TsOH mixtures) for biodiesel production from the esterification of oleic acid with methanol. Effects of the different sulfonation agents on the properties of the derived carbon-based materials were investigated using various characterization techniques. Lignin residues were obtained after the H2SO4 pretreatment step, and high lignin-containing carbon-based catalysts of ca. 69% (w/w) lignin were derived after sulfonation with H2SO4. Employing TsOH or H2SO4/TsOH mixtures for sulfonation gave materials with a higher carbon/hydrogen (C/H) ratio, indicating a relatively effective carbonization compared to that with H2SO4 sulfonation. The catalytic activity of the sulfonated corncob in the esterification of oleic acid with methanol was influenced by the acid density, acid strength and porous structure of the sulfonated materials. High methyl oleate yields (>80% after 8 h at 60 °C) were achieved using the acid catalyst obtained from either H2SO4 or TsOH sulfonation, whereas those from H2SO4/TsOH sulfonation gave slightly lower yields. Thus, the use of the non-volatile TsOH solid as a ‘greener’ sulfonating agent for the production of carbon-based solid acid catalysts with a high catalytic activity in the esterification reaction is supported.","fluidex; related topics, geobase; related topics, energy","Renewable Energy, Sustainability and the Environment"
Online optimal stationary reference frame controller for inverter interfaced distributed generation in a microgrid system,"Jiang X.-Y., He C., Jermsittiparsert K.",2020-11-01,"Distributed generation units, Inverter interfaced distributed generations, MATLAB/Simulink environment, Micro grid, Non-linear controllers, Particle swarm optimization algorithm, Proportional resonant controllers, Stationary reference frames, Distributed generation, Fuzzy logic, Microgrid, Particle swarm optimization (PSO) algorithm, Proportional-resonant controller","This paper presents a novel optimal real-time controller for inverter-based distributed generation units in an islanded microgrid. With respect to the fact that the microgrid has a completely nonlinear structure and its dynamics is constantly changing, the linear controllers with constant and inflexible coefficients cannot maintain proper response in a wide range of operation conditions. Hence, an optimal nonlinear controller that theirs coefficient are adjusted in a real-time manner based on fuzzy logic is presented. To improve the performance of the proposed real-time controller, its fuzzy system parameters are determined using an offline particle swarm optimization algorithm for various operation conditions. In the proposed real-time controller, proportional-resonant controllers are used due to their advantage in the stationary reference frame for controlling the voltage and current of distributed generation units in the microgrid. Capability and efficiency of the proposed real-time controller are evaluated in different operation scenarios in MATLAB/Simulink environment. The simulation results shows that changing the control coefficients online with respect to operation condition leads to achievement of an optimum answer for voltage during the occurrence of islanding condition and also in case of load variation in the islanded microgrid.","fluidex; related topics, energy",Energy (all)
Validation of the HADS and PSS-10 and a cross-sectional study of psychological status in patients with recurrent aphthous stomatitis,"Wiriyakijja P., Porter S., Fedele S., Hodgson T., McMillan R., Shephard M., Ni Riordain R.",2020-03-01,"Adult, Anxiety, Cross-Sectional Studies, Depression, Female, Humans, Male, Middle Aged, Psychiatric Status Rating Scales, Psychometrics, Reproducibility of Results, Stomatitis, Aphthous, Stress, Psychological, anxiety, depression, factor analysis, Hospital Anxiety and Depression Scale, Perceived Stress Scale, recurrent aphthous stomatitis","Objectives: To validate the Hospital Anxiety and Depression Scale (HADS) and the 10-item Perceived Stress Scale (PSS-10) for use in clinical studies of recurrent aphthous stomatitis (RAS) and to provide cross-sectional assessment of anxiety, depressive, and distress symptoms and perceived stress in patients with RAS. Methods: The validity and reliability of the HADS and PSS-10 were evaluated in 120 individuals with RAS through confirmatory factor analysis and calculation of Cronbach's alpha and omega coefficients. The prevalence of comorbid anxiety, depression, distress, and moderate-to-high perceived stress, and their association with demographics and clinical factors were assessed through cutoff scores of the HADS and PSS-10 and bivariate analyses, respectively. Results: A bi-factor model, with all items loading onto general factor with two group factors, provides the best fit to the HADS and PSS-10 data of this RAS cohort. While omega values suggested adequate reliability of total score of both scales, relatively low ranges of coefficient omega hierarchical limit utility of their subscale scores. The prevalence of anxiety, depression, distress, and moderate-to-high perceived stress was 42.5%, 18.33%, 28.33%, and 71.67%, respectively. Ethnicity, alcohol consumption, disease comorbidities, clinical type of RAS, ulcer size, pain, and RAS disease activity were found to be associated with negative psychological symptoms. Conclusion: The HADS and PSS-10 are valid and reliable as general scales of psychological distress and stress in patients with RAS. Significant mental burden among RAS patients makes the use of these validated instruments a sensible and prudent practice for psychological assessment of this patient group.","genergyal, medical, dentistry, biochemistryistry","Pathology and Forensic Medicine, Oral Surgery, Otorhinolaryngology, Cancer Research, Periodontics"
